,Team_Id,Team_Name,Season,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Numot,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wor,Wdr,Wast,Wto,Wstl,Wblk,Wpf,Lfgm,Lfga,Lfgm3,Lfga3,Lftm,Lfta,Lor,Ldr,Last,Lto,Lstl,Lblk,Lpf
31781,1268,Maryland,2014,72,1268,74,1323,66,H,0,25,63,7,26,17,23,20,20,13,11,9,3,19,24,50,7,22,11,20,11,20,12,17,3,3,22
31782,1268,Maryland,2014,86,1268,74,1274,71,H,0,28,50,10,21,8,13,4,20,15,10,7,1,19,22,44,9,21,18,28,8,22,7,14,5,3,15
31783,1268,Maryland,2014,89,1268,80,1439,60,A,0,29,56,8,15,14,24,14,24,15,9,4,3,19,20,54,4,16,16,27,11,18,7,8,5,6,22
31784,1268,Maryland,2014,96,1268,83,1199,71,H,0,27,52,10,24,19,23,8,23,12,13,9,5,20,24,63,5,12,18,22,20,18,9,16,7,4,20
31785,1268,Maryland,2014,106,1268,71,1448,60,H,0,26,61,8,26,11,16,9,26,13,12,9,3,19,24,51,3,15,9,20,9,29,17,18,6,6,16
31786,1268,Maryland,2014,120,1268,64,1439,47,H,0,24,60,10,32,6,7,7,23,18,5,6,5,14,15,49,6,18,11,16,12,28,7,17,2,2,11
31787,1268,Maryland,2014,125,1268,75,1438,69,H,1,23,48,5,17,24,30,8,27,8,12,3,4,19,22,57,6,21,19,27,12,18,13,8,4,5,23
32011,1269,Massachusetts,2014,6,1269,86,1130,73,N,0,32,66,6,11,16,24,20,23,9,13,10,3,21,24,54,8,20,17,22,9,19,14,16,5,4,23
32012,1269,Massachusetts,2014,8,1269,92,1261,90,H,0,29,61,6,13,28,40,10,30,16,13,5,5,25,34,76,7,22,15,25,16,27,20,13,7,8,29
32013,1269,Massachusetts,2014,13,1269,85,1464,69,H,0,32,58,4,14,17,25,10,38,23,19,6,7,18,28,76,5,26,8,12,14,19,14,10,9,3,22
32014,1269,Massachusetts,2014,17,1269,96,1304,90,N,0,30,59,3,11,33,43,17,26,10,16,5,4,27,28,66,5,16,29,39,18,18,6,13,10,5,34
32015,1269,Massachusetts,2014,18,1269,81,1307,65,N,0,32,74,7,17,10,14,18,25,13,13,8,8,15,25,64,5,18,10,14,15,26,13,18,6,12,16
32016,1269,Massachusetts,2014,20,1269,62,1155,56,N,0,25,63,4,13,8,13,17,27,9,14,5,6,13,21,59,4,12,10,17,15,25,8,14,6,8,14
32017,1269,Massachusetts,2014,29,1269,69,1185,57,A,0,25,58,5,17,14,19,14,29,16,14,6,9,21,23,58,4,14,7,19,13,23,14,12,9,11,14
32018,1269,Massachusetts,2014,33,1269,105,1140,96,N,0,35,63,9,23,26,31,4,25,29,14,4,6,24,33,68,4,13,26,33,11,22,15,11,3,1,24
32019,1269,Massachusetts,2014,40,1269,80,1296,54,H,0,29,58,9,19,13,21,14,27,22,12,7,3,16,20,54,5,14,9,17,8,19,11,11,6,7,18
32020,1269,Massachusetts,2014,44,1269,83,1325,71,A,0,32,52,9,14,10,19,8,28,20,15,5,6,16,28,67,5,21,10,17,13,21,17,8,9,3,18
32021,1269,Massachusetts,2014,54,1269,69,1344,67,H,1,27,69,6,19,9,18,15,30,17,14,4,4,19,24,61,2,13,17,22,8,28,18,11,6,11,16
32022,1269,Massachusetts,2014,61,1269,73,1275,65,H,0,25,49,7,16,16,23,6,21,21,16,9,7,10,30,62,1,14,4,6,13,21,21,18,10,1,18
32023,1269,Massachusetts,2014,65,1269,66,1386,62,H,0,24,55,5,15,13,21,8,20,14,8,5,4,15,23,47,6,18,10,17,8,27,15,17,3,5,15
32024,1269,Massachusetts,2014,68,1269,73,1382,68,H,0,23,51,3,13,24,32,14,17,19,17,9,4,20,27,54,2,9,12,16,13,19,16,20,6,8,25
32025,1269,Massachusetts,2014,72,1269,88,1206,87,A,0,35,64,6,14,12,19,14,25,10,14,9,6,23,30,68,5,13,22,31,19,17,15,13,5,10,15
32026,1269,Massachusetts,2014,75,1269,84,1189,74,A,0,27,58,4,10,26,35,14,31,13,11,4,3,21,22,64,9,24,21,27,13,19,13,7,7,3,23
32027,1269,Massachusetts,2014,83,1269,90,1200,52,H,0,33,64,13,27,11,18,12,31,26,10,6,6,17,18,59,6,27,10,14,9,23,10,13,6,4,15
32028,1269,Massachusetts,2014,93,1269,79,1247,67,H,0,32,60,7,13,8,10,10,26,21,12,8,9,16,25,63,5,15,12,20,16,18,13,11,7,2,10
32029,1269,Massachusetts,2014,97,1269,73,1348,68,A,0,26,49,2,10,19,29,11,25,11,15,7,10,19,22,53,5,15,19,25,11,16,10,15,4,5,22
32030,1269,Massachusetts,2014,103,1269,67,1203,61,A,0,25,51,5,15,12,26,7,30,16,15,10,4,23,22,60,4,13,13,21,12,26,12,14,7,4,21
32031,1269,Massachusetts,2014,109,1269,80,1433,75,H,0,30,70,0,8,20,27,11,36,13,14,12,6,20,29,74,7,25,10,22,16,31,18,17,9,5,19
32032,1269,Massachusetts,2014,114,1269,70,1348,67,H,0,22,57,5,14,21,31,18,23,15,10,7,5,19,26,52,4,13,11,18,6,22,20,11,6,7,24
32033,1269,Massachusetts,2014,121,1269,78,1182,74,A,0,27,60,10,25,14,18,9,23,19,9,6,8,18,25,55,7,20,17,21,9,27,19,13,3,4,19
32034,1269,Massachusetts,2014,129,1269,65,1348,61,N,0,17,54,3,15,28,36,14,28,6,12,13,4,24,23,50,4,12,11,23,6,29,10,17,6,7,25
32188,1270,McNeese St,2014,59,1270,69,1368,60,H,0,23,57,6,20,17,19,17,23,15,11,9,8,14,21,52,9,24,9,13,12,18,9,14,7,6,19
32189,1270,McNeese St,2014,61,1270,82,1309,69,H,0,25,56,2,16,30,35,3,31,13,16,9,6,20,24,67,3,15,18,28,18,32,7,21,9,1,25
32190,1270,McNeese St,2014,68,1270,74,1249,59,A,0,28,61,8,21,10,21,12,24,16,8,9,3,21,19,56,0,8,21,27,16,27,9,13,0,3,15
32191,1270,McNeese St,2014,75,1270,70,1223,68,H,0,26,64,11,24,7,11,19,20,16,8,4,5,18,23,51,5,12,17,22,13,22,13,11,6,2,15
32192,1270,McNeese St,2014,89,1270,79,1331,68,H,0,23,51,3,13,30,40,17,31,12,15,2,6,20,23,58,7,22,15,25,9,15,15,7,8,5,28
32193,1270,McNeese St,2014,104,1270,72,1309,69,A,0,25,44,9,15,13,19,3,20,13,20,9,7,19,23,58,5,21,18,21,17,17,16,16,9,1,17
32194,1270,McNeese St,2014,115,1270,87,1230,72,H,0,32,64,6,16,17,26,13,26,15,9,9,6,13,25,64,9,25,13,18,15,25,11,14,6,1,20
32195,1270,McNeese St,2014,117,1270,95,1101,91,H,1,29,63,9,23,28,37,19,20,21,13,6,2,20,30,54,11,22,20,23,4,20,17,17,4,2,25
32196,1270,McNeese St,2014,124,1270,79,1223,77,A,0,25,50,5,17,24,41,6,25,10,10,11,3,18,28,63,9,21,12,16,13,26,14,16,3,2,30
32277,1271,MD E Shore,2014,15,1271,78,1291,71,H,0,25,58,7,19,21,30,13,25,16,8,4,3,17,25,55,9,27,12,17,7,24,13,10,2,3,21
32278,1271,MD E Shore,2014,89,1271,67,1299,60,H,0,21,44,6,15,19,26,11,22,13,16,3,2,20,22,54,4,21,12,18,13,17,13,11,6,3,19
32279,1271,MD E Shore,2014,103,1271,87,1224,73,H,0,25,48,6,17,31,40,10,22,15,16,7,1,24,21,48,5,18,26,33,9,18,7,19,6,1,28
32280,1271,MD E Shore,2014,117,1271,68,1164,67,A,0,26,67,6,18,10,15,18,31,15,13,10,3,13,24,59,8,22,11,16,7,27,14,12,6,4,14
32281,1271,MD E Shore,2014,122,1271,84,1175,70,H,0,28,53,6,18,22,25,11,20,13,12,11,3,18,27,51,5,15,11,18,9,16,14,16,10,2,19
32600,1272,Memphis,2014,10,1272,95,1122,69,H,0,37,69,4,13,17,24,16,34,23,21,15,4,20,29,63,4,14,7,19,8,19,15,22,14,8,19
32601,1272,Memphis,2014,19,1272,98,1311,59,H,0,31,59,5,11,31,50,15,33,22,12,10,6,18,23,64,4,17,9,17,12,22,9,18,8,2,37
32602,1272,Memphis,2014,24,1272,87,1373,60,N,0,33,63,5,13,16,27,18,23,13,10,12,11,13,25,74,5,19,5,10,29,18,12,20,4,2,23
32603,1272,Memphis,2014,25,1272,76,1261,69,N,0,29,64,3,10,15,19,9,16,12,10,9,1,16,30,53,5,20,4,9,9,28,8,24,4,4,19
32604,1272,Memphis,2014,27,1272,73,1329,68,N,0,28,59,5,15,12,24,14,20,11,9,4,5,15,25,52,3,13,15,22,11,24,7,12,4,5,17
32605,1272,Memphis,2014,33,1272,96,1322,76,H,0,37,69,8,19,14,22,14,33,27,17,11,8,16,28,70,3,18,17,24,12,23,19,13,13,6,15
32606,1272,Memphis,2014,39,1272,73,1114,59,H,0,23,59,7,23,20,27,15,26,16,14,5,3,18,19,53,7,20,14,21,10,22,9,17,7,4,23
32607,1272,Memphis,2014,47,1272,77,1369,65,H,0,31,62,2,17,13,19,11,20,17,8,13,5,11,27,60,5,15,6,10,15,24,15,19,5,2,17
32608,1272,Memphis,2014,54,1272,75,1238,61,H,0,26,57,4,21,19,32,18,27,15,19,13,5,18,24,58,4,12,9,17,13,22,10,20,9,4,27
32609,1272,Memphis,2014,57,1272,88,1378,73,A,0,33,65,8,20,14,22,16,25,18,12,10,2,30,22,52,0,9,29,41,12,22,10,13,5,3,17
32610,1272,Memphis,2014,66,1272,73,1257,67,A,0,28,55,4,11,13,21,9,28,14,15,8,1,15,25,64,6,19,11,16,14,21,13,14,12,3,17
32611,1272,Memphis,2014,68,1272,79,1396,69,A,0,30,66,5,18,14,19,16,29,21,11,9,3,20,22,53,8,16,17,25,5,23,10,12,9,1,18
32612,1272,Memphis,2014,80,1272,82,1222,59,H,0,33,56,4,11,12,18,8,25,20,15,10,3,15,23,54,2,14,11,20,9,19,18,18,12,6,18
32613,1272,Memphis,2014,83,1272,80,1378,58,H,0,25,51,10,22,20,35,13,27,23,13,9,5,19,21,62,3,10,13,17,16,20,15,15,4,1,24
32614,1272,Memphis,2014,86,1272,69,1416,59,A,0,23,45,7,12,16,24,5,26,14,12,9,4,12,25,63,5,23,4,7,14,22,10,11,6,4,18
32615,1272,Memphis,2014,92,1272,101,1353,69,H,0,36,61,12,19,17,21,11,29,26,14,8,4,25,23,56,5,19,18,33,12,17,11,17,9,2,15
32616,1272,Memphis,2014,96,1272,60,1211,54,H,0,19,55,4,12,18,27,20,24,13,9,5,7,16,23,51,2,16,6,13,8,20,14,11,7,4,25
32617,1272,Memphis,2014,100,1272,76,1416,70,H,0,27,54,4,14,18,27,13,14,18,12,7,5,14,29,65,4,17,8,14,19,20,10,15,10,2,21
32618,1272,Memphis,2014,108,1272,64,1353,59,A,0,22,46,4,13,16,21,7,29,16,16,9,3,15,24,64,4,20,7,11,14,20,15,11,8,4,18
32619,1272,Memphis,2014,110,1272,82,1396,79,H,1,35,61,3,14,9,21,8,32,21,11,5,10,14,30,74,11,31,8,15,14,22,17,9,8,1,19
32620,1272,Memphis,2014,117,1272,72,1257,66,H,0,24,49,6,9,18,26,9,27,17,16,7,6,19,25,63,4,23,12,20,15,22,14,14,9,4,24
32621,1272,Memphis,2014,124,1272,67,1374,58,H,0,26,56,6,19,9,20,14,24,16,18,15,6,15,24,60,5,14,5,8,11,22,12,17,11,2,19
32822,1273,Mercer,2014,12,1273,77,1371,74,H,2,28,61,8,22,13,18,10,25,13,21,6,6,20,26,59,5,20,17,30,12,26,11,23,15,1,22
32823,1273,Mercer,2014,19,1273,81,1463,54,H,0,29,53,12,23,11,15,8,29,18,14,5,7,19,20,52,2,12,12,21,8,17,7,11,12,1,17
32824,1273,Mercer,2014,25,1273,117,1434,108,A,3,36,78,10,21,35,41,15,28,28,14,9,4,28,35,74,9,29,29,32,11,31,19,20,6,0,29
32825,1273,Mercer,2014,33,1273,64,1176,63,H,1,25,52,4,15,10,17,11,31,15,15,3,6,20,22,56,7,23,12,23,8,19,14,6,7,5,18
32826,1273,Mercer,2014,42,1273,70,1108,44,H,0,23,44,5,12,19,24,4,35,18,14,4,7,12,15,62,3,20,11,18,17,18,2,12,6,8,20
32827,1273,Mercer,2014,48,1273,79,1279,76,A,0,26,60,6,20,21,26,15,24,12,13,4,3,20,27,61,7,24,15,23,15,20,14,13,4,9,19
32828,1273,Mercer,2014,56,1273,86,1239,49,A,0,31,45,10,16,14,21,4,35,21,17,6,4,19,16,59,1,17,16,20,12,15,9,10,7,3,18
32829,1273,Mercer,2014,61,1273,62,1367,60,H,1,23,57,6,20,10,17,12,22,15,11,4,3,15,21,54,7,20,11,17,15,26,13,16,6,4,20
32830,1273,Mercer,2014,63,1273,73,1190,63,H,0,20,46,8,21,25,31,9,27,12,13,4,6,17,23,58,4,17,13,21,14,21,13,10,6,3,24
32831,1273,Mercer,2014,67,1273,83,1244,46,H,0,28,62,11,27,16,25,14,21,18,2,10,5,15,16,37,4,12,10,17,3,25,9,20,1,4,23
32832,1273,Mercer,2014,73,1273,74,1297,58,A,0,27,50,7,17,13,17,9,22,14,8,4,6,10,21,50,9,25,7,9,9,16,9,11,6,1,15
32833,1273,Mercer,2014,75,1273,87,1252,66,A,0,31,55,13,25,12,17,9,33,23,18,5,2,20,19,55,12,34,16,24,7,19,11,10,7,1,17
32834,1273,Mercer,2014,80,1273,68,1195,55,H,0,24,58,8,25,12,20,10,30,17,13,10,5,17,21,60,1,17,12,16,10,28,9,15,6,4,18
32835,1273,Mercer,2014,82,1273,87,1391,49,H,0,31,54,11,22,14,16,11,28,24,11,9,5,13,17,49,6,21,9,14,6,13,9,13,3,2,9
32836,1273,Mercer,2014,87,1273,90,1190,77,A,0,32,58,14,27,12,19,13,25,22,10,6,3,16,28,60,8,19,13,18,10,14,10,7,6,3,16
32837,1273,Mercer,2014,95,1273,75,1244,68,A,0,24,60,6,21,21,27,13,25,10,8,6,6,22,23,52,2,13,20,29,9,27,7,12,5,3,21
32838,1273,Mercer,2014,101,1273,79,1252,48,H,0,30,62,10,25,9,13,15,28,20,11,6,7,18,14,56,9,28,11,18,12,19,11,11,3,4,15
32839,1273,Mercer,2014,103,1273,89,1297,67,H,0,30,51,16,27,13,17,7,27,22,11,5,6,18,23,53,8,21,13,18,7,17,16,9,6,1,19
32840,1273,Mercer,2014,111,1273,73,1391,52,A,0,29,50,6,16,9,12,8,27,15,18,10,3,17,20,57,5,22,7,11,12,15,12,15,11,3,15
32841,1273,Mercer,2014,117,1273,69,1239,55,H,0,25,51,5,15,14,22,9,20,16,11,4,5,12,20,50,8,23,7,11,11,23,12,21,6,2,22
32842,1273,Mercer,2014,120,1273,85,1239,64,H,0,28,56,10,21,19,23,9,27,16,8,9,4,20,20,48,10,21,14,24,8,22,13,14,3,5,18
32843,1273,Mercer,2014,122,1273,78,1367,75,H,2,25,61,14,31,14,18,11,27,15,9,3,4,14,28,66,8,24,11,14,11,28,16,9,5,4,17
32844,1273,Mercer,2014,125,1273,68,1195,60,A,0,22,60,4,20,20,24,18,22,9,7,5,4,18,24,58,2,16,10,18,15,21,10,12,2,4,20
33068,1274,Miami FL,2014,7,1274,81,1204,80,H,1,25,64,6,21,25,29,16,20,12,7,8,5,17,27,57,10,26,16,16,10,22,8,11,2,2,24
33069,1274,Miami FL,2014,10,1274,84,1411,69,H,0,35,69,10,20,4,6,15,26,21,9,12,4,14,23,54,11,22,12,17,9,22,13,16,3,2,11
33070,1274,Miami FL,2014,14,1274,70,1158,54,A,0,26,51,7,11,11,12,10,20,13,9,4,5,20,19,42,5,15,11,22,10,16,9,12,5,2,14
33071,1274,Miami FL,2014,25,1274,48,1168,46,A,0,21,49,3,19,3,10,7,28,7,13,1,4,13,17,48,4,18,8,13,5,26,11,11,6,0,13
33072,1274,Miami FL,2014,27,1274,60,1113,57,N,0,20,47,6,13,14,21,8,22,12,7,2,3,16,20,51,8,21,9,13,11,21,16,9,2,4,16
33073,1274,Miami FL,2014,45,1274,68,1366,51,A,0,24,42,7,14,13,19,8,26,16,16,9,5,11,20,51,5,20,6,12,8,13,10,11,5,2,20
33074,1274,Miami FL,2014,48,1274,71,1247,58,H,0,28,59,4,16,11,18,15,25,13,7,7,6,12,23,60,7,18,5,9,14,21,9,10,4,2,17
33075,1274,Miami FL,2014,56,1274,71,1259,48,H,0,26,48,7,15,12,20,11,27,17,12,8,4,14,18,53,6,18,6,14,11,16,8,10,8,1,15
33076,1274,Miami FL,2014,65,1274,63,1314,57,A,0,21,50,5,17,16,26,9,29,15,13,7,7,19,20,65,5,21,12,20,20,22,16,11,6,3,19
33077,1274,Miami FL,2014,75,1274,56,1210,42,A,0,20,43,3,14,13,19,8,23,4,11,3,1,17,13,44,4,20,12,18,10,17,9,13,7,3,17
33078,1274,Miami FL,2014,89,1274,64,1313,49,H,0,18,43,8,22,20,26,12,27,11,11,4,8,13,18,56,4,18,9,12,14,15,11,9,7,0,17
33079,1274,Miami FL,2014,98,1274,77,1199,73,A,0,23,48,7,15,24,33,10,17,11,7,3,8,16,28,56,7,20,10,14,12,20,10,11,3,3,22
33080,1274,Miami FL,2014,107,1274,71,1323,64,H,0,23,48,9,17,16,18,11,25,14,12,3,3,10,24,60,13,28,3,6,12,14,17,6,7,3,17
33081,1274,Miami FL,2014,110,1274,69,1130,42,H,0,26,55,7,14,10,16,10,27,11,3,7,1,16,14,43,4,20,10,15,6,23,7,10,0,5,13
33082,1274,Miami FL,2014,117,1274,85,1301,70,A,0,27,46,5,10,26,32,11,21,11,11,5,2,19,24,52,6,16,16,24,12,12,13,9,5,1,21
33083,1274,Miami FL,2014,124,1274,69,1448,56,H,0,26,50,5,16,12,17,14,24,15,12,5,4,11,22,49,8,16,4,10,6,13,16,8,7,3,17
33084,1274,Miami FL,2014,128,1274,57,1439,53,N,0,17,44,7,25,16,19,8,28,13,8,2,3,11,18,45,8,19,9,17,3,21,9,3,1,1,16
33293,1275,Miami OH,2014,29,1275,94,1236,87,H,0,33,60,8,19,20,25,10,23,13,11,11,3,20,32,63,15,28,8,16,13,22,20,16,6,2,21
33294,1275,Miami OH,2014,41,1275,59,1460,56,H,0,19,39,1,5,20,31,6,23,5,21,9,1,16,21,46,7,21,7,9,4,20,14,20,13,2,24
33295,1275,Miami OH,2014,47,1275,79,1398,64,A,0,26,46,5,15,22,28,5,29,16,10,3,5,21,23,60,5,20,13,20,11,19,11,6,3,3,24
33296,1275,Miami OH,2014,55,1275,67,1356,65,H,0,24,49,7,18,12,19,5,25,14,16,5,3,13,28,62,3,17,6,8,11,23,12,14,8,1,18
33297,1275,Miami OH,2014,65,1275,77,1141,70,A,0,27,56,6,14,17,21,7,24,11,14,12,0,20,23,57,9,29,15,22,13,25,14,17,6,1,16
33298,1275,Miami OH,2014,75,1275,64,1123,52,A,0,27,52,2,12,8,14,8,16,13,9,13,0,24,13,39,7,23,19,24,11,20,9,22,4,3,14
33299,1275,Miami OH,2014,79,1275,86,1141,80,H,0,32,54,7,14,15,19,6,26,18,11,7,2,13,27,58,13,31,13,21,9,19,13,10,4,1,19
33300,1275,Miami OH,2014,82,1275,70,1132,65,A,0,21,45,6,16,22,26,5,25,10,12,6,1,16,23,55,10,23,9,17,12,22,16,14,7,2,21
33301,1275,Miami OH,2014,89,1275,65,1185,61,H,0,22,51,8,16,13,16,10,29,15,18,5,1,16,21,55,10,24,9,13,7,22,12,11,9,5,19
33302,1275,Miami OH,2014,111,1275,55,1132,52,H,0,20,50,4,14,11,20,7,29,16,12,9,5,13,23,58,2,13,4,11,11,28,10,13,3,3,18
33303,1275,Miami OH,2014,114,1275,65,1103,61,H,0,20,53,7,19,18,21,7,28,12,10,11,3,16,21,56,7,20,12,18,10,28,14,11,3,7,18
33304,1275,Miami OH,2014,121,1275,73,1245,61,A,0,26,50,7,11,14,17,6,22,17,13,9,2,15,22,53,5,20,12,15,9,20,7,15,7,4,15
33305,1275,Miami OH,2014,126,1275,71,1245,64,H,0,22,49,3,11,24,31,9,20,9,13,11,3,16,22,49,6,17,14,17,8,19,8,17,7,5,20
33527,1276,Michigan,2014,4,1276,69,1262,42,H,0,20,53,5,18,24,32,14,25,13,7,10,2,11,14,49,4,17,10,12,10,23,7,15,5,0,24
33528,1276,Michigan,2014,8,1276,93,1354,59,H,0,31,61,15,28,16,19,9,34,19,9,6,5,15,21,59,6,14,11,19,8,22,11,9,6,4,13
33529,1276,Michigan,2014,17,1276,85,1253,61,N,0,31,58,14,30,9,15,7,27,18,10,5,2,14,23,51,8,22,7,13,6,24,12,16,6,3,18
33530,1276,Michigan,2014,18,1276,82,1199,80,N,1,28,65,9,24,17,27,15,24,19,7,6,3,14,31,59,6,12,12,16,7,27,14,13,6,4,20
33531,1276,Michigan,2014,25,1276,87,1164,45,H,0,32,62,10,29,13,14,17,27,19,7,2,6,17,16,46,2,17,11,17,5,14,6,11,3,3,14
33532,1276,Michigan,2014,33,1276,107,1223,53,H,0,36,56,16,26,19,25,8,25,26,7,8,4,9,23,59,4,17,3,4,12,14,10,16,3,2,20
33533,1276,Michigan,2014,47,1276,68,1390,65,N,0,21,52,8,27,18,26,9,23,16,8,6,1,22,22,48,4,10,17,20,5,27,9,12,2,4,19
33534,1276,Michigan,2014,54,1276,88,1221,66,H,0,33,59,8,18,14,19,9,28,16,7,5,3,11,25,61,10,23,6,10,8,20,13,8,4,2,18
33535,1276,Michigan,2014,59,1276,63,1278,60,A,0,20,44,7,17,16,22,5,19,16,10,8,6,17,21,53,5,19,13,19,15,23,16,15,9,4,18
33536,1276,Michigan,2014,62,1276,74,1321,51,H,0,25,48,6,18,18,22,7,26,15,9,6,1,13,19,49,6,23,7,8,4,17,12,12,3,3,16
33537,1276,Michigan,2014,66,1276,71,1304,70,A,0,31,50,6,17,3,9,4,16,16,9,4,1,13,26,49,7,20,11,12,8,18,10,13,5,2,12
33538,1276,Michigan,2014,71,1276,80,1336,67,H,0,28,52,9,24,15,19,8,20,18,6,3,1,10,26,53,5,19,10,13,8,18,8,9,2,2,17
33539,1276,Michigan,2014,75,1276,77,1458,70,A,0,29,53,7,13,12,14,3,28,12,11,6,7,14,26,60,7,18,11,14,8,22,11,9,4,2,15
33540,1276,Michigan,2014,79,1276,75,1234,67,H,0,27,58,8,27,13,16,10,22,15,10,9,2,16,25,53,2,10,15,21,10,23,14,14,6,2,17
33541,1276,Michigan,2014,82,1276,80,1277,75,A,0,22,49,11,19,25,30,11,24,14,11,1,3,16,26,56,7,17,16,23,10,19,18,5,8,5,22
33542,1276,Michigan,2014,87,1276,75,1345,66,H,0,28,46,7,13,12,17,5,25,10,16,7,6,14,28,65,2,14,8,15,16,16,12,11,8,1,19
33543,1276,Michigan,2014,93,1276,79,1304,50,H,0,26,52,13,31,14,14,8,27,21,13,5,1,10,19,54,5,21,7,11,8,18,7,11,7,1,14
33544,1276,Michigan,2014,99,1276,70,1326,60,A,0,22,53,8,17,18,22,14,25,8,9,2,0,14,23,52,3,20,11,16,8,19,7,8,4,2,17
33545,1276,Michigan,2014,111,1276,79,1277,70,H,0,27,54,8,19,17,25,7,17,15,3,5,0,18,26,48,9,23,9,15,7,24,13,13,1,2,23
33546,1276,Michigan,2014,114,1276,77,1345,76,A,1,27,65,6,23,17,25,14,23,19,7,6,2,14,26,63,7,24,17,18,14,25,15,11,3,4,17
33547,1276,Michigan,2014,117,1276,66,1278,56,H,0,25,50,9,23,7,9,5,23,14,10,2,1,14,22,48,5,18,7,11,5,22,10,11,5,1,15
33548,1276,Michigan,2014,120,1276,84,1228,53,A,0,29,51,16,23,10,14,4,29,15,10,5,1,12,20,52,2,18,11,16,5,18,7,8,4,0,14
33549,1276,Michigan,2014,124,1276,84,1231,80,H,0,27,56,4,15,26,29,11,14,13,6,7,3,16,29,49,7,18,15,17,6,20,17,15,3,3,23
33550,1276,Michigan,2014,130,1276,64,1228,63,N,0,21,47,10,30,12,15,6,20,11,8,4,2,15,24,53,5,17,10,12,10,23,10,9,4,2,14
33551,1276,Michigan,2014,131,1276,72,1326,69,N,0,25,47,12,23,10,19,5,21,15,12,7,3,11,27,56,7,19,8,12,9,22,17,11,10,2,18
33834,1277,Michigan St,2014,4,1277,98,1270,56,H,0,42,81,10,26,4,5,18,48,32,15,4,4,12,20,73,9,34,7,11,9,20,10,8,10,3,9
33835,1277,Michigan St,2014,8,1277,78,1246,74,N,0,30,63,5,12,13,17,10,22,17,7,13,3,27,25,55,4,20,20,36,18,26,8,17,1,6,19
33836,1277,Michigan St,2014,11,1277,62,1162,53,H,0,20,44,0,7,22,30,5,22,16,11,5,4,14,19,46,7,16,8,11,7,24,10,17,3,2,27
33837,1277,Michigan St,2014,14,1277,82,1339,67,H,0,29,67,13,30,11,13,15,23,21,10,7,2,15,23,55,5,15,16,22,10,24,13,13,7,3,14
33838,1277,Michigan St,2014,18,1277,96,1439,77,N,0,36,71,14,35,10,13,10,24,26,6,13,6,16,25,61,13,27,14,15,12,27,13,17,4,1,16
33839,1277,Michigan St,2014,19,1277,87,1328,76,N,0,29,58,6,19,23,36,10,31,14,14,4,6,23,25,58,4,17,22,30,8,24,14,14,8,2,26
33840,1277,Michigan St,2014,25,1277,98,1291,65,H,0,41,65,9,18,7,9,5,35,28,9,6,3,9,22,67,12,34,9,10,10,21,11,11,6,4,14
33841,1277,Michigan St,2014,40,1277,67,1324,63,N,0,24,57,6,16,13,19,14,27,14,17,11,5,14,23,60,8,27,9,10,9,23,12,14,8,0,17
33842,1277,Michigan St,2014,43,1277,78,1316,48,H,0,27,51,4,12,20,38,10,31,15,10,10,3,19,16,54,4,25,12,19,12,22,10,16,5,2,25
33843,1277,Michigan St,2014,47,1277,92,1400,78,A,0,29,58,7,22,27,33,11,32,14,13,4,3,25,24,61,6,17,24,32,12,21,11,12,4,4,26
33844,1277,Michigan St,2014,54,1277,101,1309,48,H,0,36,66,13,25,16,24,18,36,25,11,9,6,15,19,64,7,26,3,10,14,17,9,15,4,2,23
33845,1277,Michigan St,2014,57,1277,79,1336,63,A,0,29,66,10,20,11,13,15,30,16,13,5,6,17,20,52,9,21,14,22,6,20,8,12,6,7,14
33846,1277,Michigan St,2014,61,1277,73,1231,56,A,0,28,59,10,24,7,11,10,24,14,11,12,9,21,19,48,5,10,13,20,10,22,8,15,6,1,12
33847,1277,Michigan St,2014,64,1277,72,1326,68,H,1,26,57,11,19,9,14,7,21,16,17,9,5,18,24,58,4,18,16,24,15,27,14,21,8,5,16
33848,1277,Michigan St,2014,68,1277,87,1278,75,H,1,24,59,7,21,32,40,13,31,16,7,10,10,17,23,57,10,26,19,24,6,26,13,12,4,4,26
33849,1277,Michigan St,2014,72,1277,54,1321,40,A,0,20,52,2,16,12,20,14,25,13,7,7,5,16,13,46,5,23,9,12,11,24,7,12,2,7,15
33850,1277,Michigan St,2014,75,1277,78,1228,62,A,0,29,52,6,15,14,22,9,29,15,13,5,7,16,23,61,7,23,9,10,9,16,8,9,5,1,21
33851,1277,Michigan St,2014,78,1277,71,1231,66,H,0,23,51,6,18,19,28,8,20,14,14,12,6,22,20,46,4,10,22,26,9,24,9,18,9,3,23
33852,1277,Michigan St,2014,85,1277,71,1234,69,A,1,25,59,10,29,11,20,11,27,12,11,5,5,29,18,48,3,12,30,43,10,28,7,10,4,5,19
33853,1277,Michigan St,2014,94,1277,82,1336,67,H,0,28,60,12,23,14,18,13,29,22,10,7,6,22,21,57,5,22,20,23,8,22,10,8,5,2,15
33854,1277,Michigan St,2014,101,1277,85,1321,70,H,0,32,60,11,21,10,14,13,24,22,7,5,1,18,24,52,9,24,13,16,6,18,13,9,2,2,15
33855,1277,Michigan St,2014,108,1277,94,1345,79,A,0,30,52,17,32,17,22,7,22,26,11,8,5,29,24,49,7,14,24,40,11,15,12,10,8,1,18
