,Id,Pred,Wteam,Lteam,Year,WAvgPointSpread,WWins,WLosses,WFieldGoalAvg,WThreePointAvg,WFreeThrowAvg,WReboundAvg,WAssistAvg,WTurnOverAvg,WStealAvg,WBlockAvg,WPersonalFoulAvg,LAvgPointSpread,LWins,LLosses,LFieldGoalAvg,LThreePointAvg,LFreeThrowAvg,LReboundAvg,LAssistAvg,LTurnOverAvg,LStealAvg,LBlockAvg,LPersonalFoulAvg,AvgPointSpread,Wins,Losses,FieldGoalAvg,ThreePointAvg,FreeThrowAvg,ReboundAvg,AssistAvg,TurnOverAvg,StealAvg,BlockAvg,PersonalFoulAvg,WRank,WSchool,WTeam_Name,WConference,WWinsKP,WLossesKP,WSeed,WPyth,WAdjustO,WAdjustO Rank,WAdjustD,WAdjustD Rank,WAdjustT,WAdjustT Rank,WLuck,WLuck Rank,WSOS Pyth,WSOS Pyth Rank,WSOS OppO,WSOS OppO Rank,WSOS OppD,WSOS OppD Rank,WNCSOS Pyth,WNCSOS Pyth Rank,LRank,LSchool,LTeam_Name,LConference,LWinsKP,LLossesKP,LSeed,LPyth,LAdjustO,LAdjustO Rank,LAdjustD,LAdjustD Rank,LAdjustT,LAdjustT Rank,LLuck,LLuck Rank,LSOS Pyth,LSOS Pyth Rank,LSOS OppO,LSOS OppO Rank,LSOS OppD,LSOS OppD Rank,LNCSOS Pyth,LNCSOS Pyth Rank,Rank,WinsKP,LossesKP,Pyth,AdjustO,AdjustO Rank,AdjustD,AdjustD Rank,AdjustT,AdjustT Rank,Luck,Luck Rank,SOS Pyth,SOS Pyth Rank,SOS OppO,SOS OppO Rank,SOS OppD,SOS OppD Rank,NCSOS Pyth,NCSOS Pyth Rank
842,2016_1233_1355,0.5,1233,1355,2016,5.9375,22,10,0.45608628659999995,0.3720930233,0.7124802528,36.90625,16.84375,12.78125,7.5625,4.125,19.4375,7.032258065,24,7,0.44739819,0.36153846149999996,0.7423398329,37.51612903,11.29032258,11.74193548,4.612903226,2.129032258,19.96774194,-1.094758065,-2,3,0.0086880966,0.010554561799999999,-0.029859580099999998,-0.60987903,5.55342742,1.03931452,2.9495967739999998,1.995967742,-0.53024194,120,Iona,iona,MAAC,14,10,,0.6124,107.7,96,103.5,172,73.1,31,-0.042,275,0.4578,208,102.0,262,103.5,162,0.6448,34,70,South Dakota St.,south dakota st.,Sum,20,6,,0.7492,110.1,58,100.1,103,69.8,143,-0.012,208,0.5198,146,103.3,186,102.6,110,0.5783,88,50,-6,4,-0.13679999999999992,-2.3999999999999915,38,3.4000000000000057,69,3.299999999999997,-112,-0.030000000000000002,67,-0.062000000000000055,62,-1.2999999999999972,76,0.9000000000000057,52,0.0665,-54
843,2016_1234_1355,0.5,1234,1355,2016,9.387096774,21,10,0.45047418340000006,0.3823088456,0.7192429022,38.38709677,16.0,10.41935484,6.806451612999999,4.838709677,16.25806452,7.032258065,24,7,0.44739819,0.36153846149999996,0.7423398329,37.51612903,11.29032258,11.74193548,4.612903226,2.129032258,19.96774194,2.354838709,-3,3,0.0030759934,0.0207703841,-0.023096930699999997,0.87096774,4.70967742,-1.32258064,2.193548387,2.7096774189999997,-3.70967742,4,Iowa,iowa,B10,20,5,,0.9269,118.5,7,95.0,29,69.9,130,-0.048,286,0.674,24,107.6,17,101.0,47,0.5531,128,70,South Dakota St.,south dakota st.,Sum,20,6,,0.7492,110.1,58,100.1,103,69.8,143,-0.012,208,0.5198,146,103.3,186,102.6,110,0.5783,88,-66,0,-1,0.17769999999999997,8.400000000000006,-51,-5.099999999999994,-74,0.10000000000000853,-13,-0.036000000000000004,78,0.1542,-122,4.299999999999997,-169,-1.5999999999999943,-63,-0.0252,40
844,2016_1235_1355,0.5,1235,1355,2016,6.875,21,11,0.5015075377,0.3802008608,0.7061143984,36.0625,16.53125,11.5625,6.15625,4.21875,15.53125,7.032258065,24,7,0.44739819,0.36153846149999996,0.7423398329,37.51612903,11.29032258,11.74193548,4.612903226,2.129032258,19.96774194,-0.157258065,-3,4,0.0541093477,0.0186623993,-0.0362254345,-1.45362903,5.24092742,-0.17943548,1.543346774,2.089717742,-4.43649194,15,Iowa St.,iowa st.,B12,18,7,,0.8969,119.5,4,99.0,77,72.4,45,-0.055,298,0.7126,7,106.9,38,98.7,1,0.5266,156,70,South Dakota St.,south dakota st.,Sum,20,6,,0.7492,110.1,58,100.1,103,69.8,143,-0.012,208,0.5198,146,103.3,186,102.6,110,0.5783,88,-55,-2,1,0.14770000000000005,9.400000000000006,-54,-1.0999999999999943,-26,2.6000000000000085,-98,-0.043,90,0.19279999999999997,-139,3.6000000000000085,-148,-3.8999999999999915,-109,-0.05170000000000008,68
845,2016_1242_1355,0.5,1242,1355,2016,12.696969699999999,29,4,0.4886901631,0.42204724409999994,0.7061994609000001,37.33333333,15.45454545,12.54545455,6.757575758,4.0,18.90909091,7.032258065,24,7,0.44739819,0.36153846149999996,0.7423398329,37.51612903,11.29032258,11.74193548,4.612903226,2.129032258,19.96774194,5.664711635,5,-3,0.041291973100000004,0.0605087826,-0.036140372000000004,-0.1827957,4.16422287,0.80351907,2.144672532,1.870967742,-1.05865103,5,Kansas,kansas,B12,21,4,,0.9263,117.9,10,94.6,25,70.0,125,0.05,69,0.7172,5,107.1,30,98.8,3,0.5407,149,70,South Dakota St.,south dakota st.,Sum,20,6,,0.7492,110.1,58,100.1,103,69.8,143,-0.012,208,0.5198,146,103.3,186,102.6,110,0.5783,88,-65,1,-2,0.17710000000000004,7.800000000000011,-48,-5.5,-78,0.20000000000000284,-18,0.062,-139,0.1973999999999999,-141,3.799999999999997,-156,-3.799999999999997,-107,-0.03760000000000008,61
846,2016_1246_1355,0.5,1246,1355,2016,11.41176471,26,8,0.47856086740000003,0.3704866562,0.6833976834000001,38.58823529,14.41176471,11.0,5.617647058999999,5.647058824,20.47058824,7.032258065,24,7,0.44739819,0.36153846149999996,0.7423398329,37.51612903,11.29032258,11.74193548,4.612903226,2.129032258,19.96774194,4.379506645,2,1,0.0311626774,0.0089481947,-0.0589421495,1.07210626,3.12144213,-0.74193548,1.004743833,3.518026566,0.5028463,9,Kentucky,kentucky,SEC,19,6,,0.9177,117.9,9,95.6,37,68.5,196,-0.040999999999999995,274,0.6693,27,106.6,43,100.2,21,0.6205,57,70,South Dakota St.,south dakota st.,Sum,20,6,,0.7492,110.1,58,100.1,103,69.8,143,-0.012,208,0.5198,146,103.3,186,102.6,110,0.5783,88,-61,-1,0,0.16849999999999998,7.800000000000011,-49,-4.5,-66,-1.2999999999999972,53,-0.028999999999999995,66,0.14949999999999997,-119,3.299999999999997,-143,-2.3999999999999915,-89,0.042200000000000015,-31
847,2016_1268_1355,0.5,1268,1355,2016,9.125,24,8,0.4854035489,0.37575757579999997,0.7604501607999999,35.375,14.0625,12.84375,5.75,5.375,16.625,7.032258065,24,7,0.44739819,0.36153846149999996,0.7423398329,37.51612903,11.29032258,11.74193548,4.612903226,2.129032258,19.96774194,2.092741935,0,1,0.0380053589,0.014219114299999999,0.0181103279,-2.14112903,2.77217742,1.10181452,1.137096774,3.245967742,-3.34274194,13,Maryland,maryland,B10,22,4,,0.8987,112.4,32,93.0,11,68.0,230,0.036000000000000004,94,0.6505,45,106.2,51,100.6,34,0.5004,191,70,South Dakota St.,south dakota st.,Sum,20,6,,0.7492,110.1,58,100.1,103,69.8,143,-0.012,208,0.5198,146,103.3,186,102.6,110,0.5783,88,-57,2,-2,0.14950000000000008,2.3000000000000114,-26,-7.099999999999994,-92,-1.7999999999999972,87,0.048,-114,0.13069999999999993,-101,2.9000000000000057,-135,-2.0,-76,-0.07790000000000008,103
848,2016_1274_1355,0.5,1274,1355,2016,8.8125,25,7,0.4766514806,0.3656093489,0.7507122506999999,34.75,12.8125,10.65625,6.0625,3.625,16.5625,7.032258065,24,7,0.44739819,0.36153846149999996,0.7423398329,37.51612903,11.29032258,11.74193548,4.612903226,2.129032258,19.96774194,1.780241935,1,0,0.0292532906,0.0040708874,0.0083724178,-2.76612903,1.52217742,-1.08568548,1.449596774,1.495967742,-3.40524194,12,Miami FL,miami fl,ACC,20,4,,0.9015,115.3,19,95.1,30,68.0,234,0.035,97,0.6828,21,108.5,5,101.5,66,0.5477,139,70,South Dakota St.,south dakota st.,Sum,20,6,,0.7492,110.1,58,100.1,103,69.8,143,-0.012,208,0.5198,146,103.3,186,102.6,110,0.5783,88,-58,0,-2,0.1523,5.200000000000003,-39,-5.0,-73,-1.7999999999999972,91,0.047,-111,0.16299999999999992,-125,5.200000000000003,-181,-1.0999999999999943,-44,-0.03060000000000007,51
849,2016_1276_1355,0.5,1276,1355,2016,6.242424242,21,12,0.4647812166,0.38415366149999997,0.7392120075,32.03030303,14.96969697,9.727272727,5.424242424,2.090909091,15.66666667,7.032258065,24,7,0.44739819,0.36153846149999996,0.7423398329,37.51612903,11.29032258,11.74193548,4.612903226,2.129032258,19.96774194,-0.7898338229999999,-3,5,0.0173830266,0.022615200000000002,-0.0031278253999999996,-5.485826,3.67937439,-2.014662753,0.811339198,-0.038123167,-4.30107527,48,Michigan,michigan,B10,19,7,,0.8111,115.8,15,102.1,146,66.3,305,0.048,74,0.6162,65,105.9,64,101.6,71,0.4782,215,70,South Dakota St.,south dakota st.,Sum,20,6,,0.7492,110.1,58,100.1,103,69.8,143,-0.012,208,0.5198,146,103.3,186,102.6,110,0.5783,88,-22,-1,1,0.061900000000000066,5.700000000000003,-43,2.0,43,-3.5,162,0.06,-134,0.09639999999999993,-81,2.6000000000000085,-122,-1.0,-39,-0.10010000000000002,127
850,2016_1277_1355,0.5,1277,1355,2016,16.38235294,29,5,0.4836956522,0.43356643359999997,0.7302631579000001,41.85294118,20.55882353,11.79411765,4.4117647060000005,5.147058824,19.08823529,7.032258065,24,7,0.44739819,0.36153846149999996,0.7423398329,37.51612903,11.29032258,11.74193548,4.612903226,2.129032258,19.96774194,9.350094875,5,-2,0.036297462200000005,0.0720279721,-0.012076675,4.33681215,9.26850095,0.05218217,-0.20113852,3.018026566,-0.87950665,3,Michigan St.,michigan st.,B10,21,5,,0.9355,119.8,3,94.9,28,68.1,222,-0.022000000000000002,230,0.6412,53,105.8,66,100.6,35,0.4752,219,70,South Dakota St.,south dakota st.,Sum,20,6,,0.7492,110.1,58,100.1,103,69.8,143,-0.012,208,0.5198,146,103.3,186,102.6,110,0.5783,88,-67,1,-1,0.18630000000000002,9.700000000000003,-55,-5.199999999999989,-75,-1.7000000000000028,79,-0.010000000000000002,22,0.12139999999999995,-93,2.5,-120,-2.0,-75,-0.10310000000000002,131
851,2016_1292_1355,0.5,1292,1355,2016,4.096774194,22,9,0.44885410840000006,0.3887147335,0.607198748,36.80645161,13.03225806,11.93548387,6.258064516,3.483870968,20.451612899999997,7.032258065,24,7,0.44739819,0.36153846149999996,0.7423398329,37.51612903,11.29032258,11.74193548,4.612903226,2.129032258,19.96774194,-2.935483871,-2,2,0.0014559184,0.027176272,-0.1351410849,-0.70967742,1.74193548,0.19354839,1.64516129,1.35483871,0.48387096,125,Middle Tennessee,middle tennessee,CUSA,18,7,,0.5897,101.0,220,97.9,64,69.2,169,0.057,60,0.4536,219,103.2,189,104.9,246,0.5579999999999999,122,70,South Dakota St.,south dakota st.,Sum,20,6,,0.7492,110.1,58,100.1,103,69.8,143,-0.012,208,0.5198,146,103.3,186,102.6,110,0.5783,88,55,-2,1,-0.15949999999999998,-9.099999999999994,162,-2.1999999999999886,-39,-0.5999999999999943,26,0.069,-148,-0.06620000000000004,73,-0.09999999999999432,3,2.3000000000000114,136,-0.020300000000000096,34
852,2016_1314_1355,0.5,1314,1355,2016,12.70588235,28,6,0.47873799729999994,0.31389365350000004,0.7375886525,40.97058824,18.11764706,10.91176471,6.882352941000001,4.382352941000001,17.91176471,7.032258065,24,7,0.44739819,0.36153846149999996,0.7423398329,37.51612903,11.29032258,11.74193548,4.612903226,2.129032258,19.96774194,5.673624285,4,-1,0.0313398073,-0.047644808,-0.0047511804,3.45445921,6.82732448,-0.83017077,2.269449715,2.253320683,-2.05597723,7,North Carolina,north carolina,ACC,21,4,,0.9225,118.8,5,95.8,40,72.9,37,-0.045,278,0.6545,40,106.9,37,101.1,53,0.5745,92,70,South Dakota St.,south dakota st.,Sum,20,6,,0.7492,110.1,58,100.1,103,69.8,143,-0.012,208,0.5198,146,103.3,186,102.6,110,0.5783,88,-63,1,-2,0.1733,8.700000000000003,-53,-4.299999999999997,-63,3.1000000000000085,-106,-0.033,70,0.13469999999999993,-106,3.6000000000000085,-149,-1.5,-57,-0.0038000000000000256,4
853,2016_1320_1355,0.5,1320,1355,2016,4.6363636360000005,21,12,0.4543311727,0.37186629530000004,0.7540394973000001,29.696969699999997,11.84848485,9.696969697,5.7878787879999996,2.636363636,15.33333333,7.032258065,24,7,0.44739819,0.36153846149999996,0.7423398329,37.51612903,11.29032258,11.74193548,4.612903226,2.129032258,19.96774194,-2.395894429,-3,5,0.0069329827000000005,0.0103278338,0.011699664399999999,-7.81915933,0.55816227,-2.0449657830000003,1.174975562,0.5073313779999999,-4.63440861,98,Northern Iowa,northern iowa,MVC,16,11,,0.679,106.8,111,100.1,101,63.6,345,-0.022000000000000002,227,0.5724,89,104.4,124,101.8,74,0.667,23,70,South Dakota St.,south dakota st.,Sum,20,6,,0.7492,110.1,58,100.1,103,69.8,143,-0.012,208,0.5198,146,103.3,186,102.6,110,0.5783,88,28,-4,5,-0.07019999999999993,-3.299999999999997,53,0.0,-2,-6.199999999999996,202,-0.010000000000000002,19,0.05259999999999998,-57,1.1000000000000085,-62,-0.7999999999999972,-36,0.0887,-65
854,2016_1323_1355,0.5,1323,1355,2016,5.125,21,11,0.47125813450000004,0.3689167975,0.7352941176000001,36.0625,13.46875,9.71875,5.59375,3.90625,15.5,7.032258065,24,7,0.44739819,0.36153846149999996,0.7423398329,37.51612903,11.29032258,11.74193548,4.612903226,2.129032258,19.96774194,-1.907258065,-3,4,0.0238599445,0.007378336,-0.007045715300000001,-1.45362903,2.17842742,-2.02318548,0.9808467740000001,1.777217742,-4.46774194,25,Notre Dame,notre dame,ACC,18,7,,0.8661,125.2,1,106.4,231,66.4,301,-0.006,189,0.6673,30,107.1,28,100.8,43,0.5161,173,70,South Dakota St.,south dakota st.,Sum,20,6,,0.7492,110.1,58,100.1,103,69.8,143,-0.012,208,0.5198,146,103.3,186,102.6,110,0.5783,88,-45,-2,1,0.1169,15.100000000000009,-57,6.300000000000011,128,-3.3999999999999915,158,0.006,-19,0.14749999999999996,-116,3.799999999999997,-158,-1.7999999999999972,-67,-0.06220000000000003,85
855,2016_1328_1355,0.5,1328,1355,2016,9.96875,25,7,0.45850622409999997,0.4260204082,0.7279752705,38.8125,14.53125,12.96875,6.90625,5.25,16.8125,7.032258065,24,7,0.44739819,0.36153846149999996,0.7423398329,37.51612903,11.29032258,11.74193548,4.612903226,2.129032258,19.96774194,2.936491935,1,0,0.011108034099999999,0.0644819467,-0.0143645624,1.29637097,3.24092742,1.22681452,2.293346774,3.120967742,-3.15524194,6,Oklahoma,oklahoma,B12,20,4,,0.9226,118.2,8,95.3,33,71.5,66,0.022000000000000002,120,0.7284,3,108.0,12,99.1,6,0.575,91,70,South Dakota St.,south dakota st.,Sum,20,6,,0.7492,110.1,58,100.1,103,69.8,143,-0.012,208,0.5198,146,103.3,186,102.6,110,0.5783,88,-64,0,-2,0.1734,8.100000000000009,-50,-4.799999999999997,-70,1.7000000000000028,-77,0.034,-88,0.2086,-143,4.700000000000003,-174,-3.5,-104,-0.0033000000000000806,3
856,2016_1332_1355,0.5,1332,1355,2016,9.151515152,27,6,0.4637159032,0.3505311077,0.7148337596,35.75757576,13.63636364,11.36363636,7.606060606000001,5.818181817999999,18.03030303,7.032258065,24,7,0.44739819,0.36153846149999996,0.7423398329,37.51612903,11.29032258,11.74193548,4.612903226,2.129032258,19.96774194,2.119257087,3,-1,0.0163177132,-0.0110073538,-0.0275060733,-1.75855327,2.34604106,-0.37829912,2.99315738,3.68914956,-1.93743891,20,Oregon,oregon,P12,20,6,,0.8809,117.0,13,98.3,68,69.6,147,0.017,131,0.6844,20,105.7,70,98.8,2,0.5213,165,70,South Dakota St.,south dakota st.,Sum,20,6,,0.7492,110.1,58,100.1,103,69.8,143,-0.012,208,0.5198,146,103.3,186,102.6,110,0.5783,88,-50,0,0,0.13170000000000004,6.900000000000006,-45,-1.7999999999999972,-35,-0.20000000000000284,4,0.029,-77,0.16459999999999997,-126,2.4000000000000057,-116,-3.799999999999997,-108,-0.05700000000000005,77
857,2016_1333_1355,0.5,1333,1355,2016,1.4333333330000002,18,12,0.4394904459,0.37272727270000006,0.6806853583,34.53333333,13.36666667,11.53333333,7.333333333,3.266666667,20.23333333,7.032258065,24,7,0.44739819,0.36153846149999996,0.7423398329,37.51612903,11.29032258,11.74193548,4.612903226,2.129032258,19.96774194,-5.598924732,-6,5,-0.007907744100000001,0.0111888112,-0.0616544746,-2.9827957,2.07634409,-0.20860215,2.720430107,1.1376344090000001,0.26559139,71,Oregon St.,oregon st.,P12,15,9,,0.7475,107.2,107,97.5,60,67.9,239,0.055999999999999994,62,0.6956,12,107.4,22,99.9,13,0.5306,155,70,South Dakota St.,south dakota st.,Sum,20,6,,0.7492,110.1,58,100.1,103,69.8,143,-0.012,208,0.5198,146,103.3,186,102.6,110,0.5783,88,1,-5,3,-0.0016999999999999238,-2.8999999999999915,49,-2.5999999999999943,-43,-1.8999999999999915,96,0.06799999999999999,-146,0.17579999999999996,-134,4.1000000000000085,-164,-2.6999999999999886,-97,-0.047700000000000076,67
858,2016_1338_1355,0.5,1338,1355,2016,7.064516128999999,20,11,0.4591893393,0.3513513514,0.7575757576000001,37.61290323,16.77419355,11.67741935,5.032258065,3.451612903,17.48387097,7.032258065,24,7,0.44739819,0.36153846149999996,0.7423398329,37.51612903,11.29032258,11.74193548,4.612903226,2.129032258,19.96774194,0.032258063999999996,-4,4,0.0117911493,-0.0101871101,0.0152359247,0.09677419999999999,5.48387097,-0.06451613,0.419354839,1.322580645,-2.48387097,60,Pittsburgh,pittsburgh,ACC,17,7,,0.7836,113.8,23,101.8,138,66.9,282,0.025,117,0.6204,61,107.1,31,102.6,113,0.3404,325,70,South Dakota St.,south dakota st.,Sum,20,6,,0.7492,110.1,58,100.1,103,69.8,143,-0.012,208,0.5198,146,103.3,186,102.6,110,0.5783,88,-10,-3,1,0.034399999999999986,3.700000000000003,-35,1.7000000000000028,35,-2.8999999999999915,139,0.037000000000000005,-91,0.10059999999999991,-85,3.799999999999997,-155,0.0,3,-0.23790000000000006,237
859,2016_1344_1355,0.5,1344,1355,2016,4.242424242,23,10,0.42198581560000004,0.3209876543,0.7271505376,36.57575758,15.90909091,11.51515152,6.6363636360000005,3.6060606060000002,16.90909091,7.032258065,24,7,0.44739819,0.36153846149999996,0.7423398329,37.51612903,11.29032258,11.74193548,4.612903226,2.129032258,19.96774194,-2.789833823,-1,3,-0.0254123744,-0.040550807200000004,-0.0151892953,-0.94037145,4.61876833,-0.22678396,2.02346041,1.4770283480000002,-3.05865103,59,Providence,providence,BE,19,7,,0.7853,106.7,114,95.4,34,70.2,118,0.048,76,0.6188,63,105.5,75,101.1,55,0.4291,267,70,South Dakota St.,south dakota st.,Sum,20,6,,0.7492,110.1,58,100.1,103,69.8,143,-0.012,208,0.5198,146,103.3,186,102.6,110,0.5783,88,-11,-1,1,0.03610000000000002,-3.3999999999999915,56,-4.699999999999989,-69,0.4000000000000057,-25,0.06,-132,0.09899999999999998,-83,2.200000000000003,-111,-1.5,-55,-0.14920000000000005,179
860,2016_1345_1355,0.5,1345,1355,2016,13.14705882,26,8,0.4717171717,0.36842105259999997,0.7424460432,40.82352941,17.58823529,11.94117647,4.2647058819999994,4.647058824,17.17647059,7.032258065,24,7,0.44739819,0.36153846149999996,0.7423398329,37.51612903,11.29032258,11.74193548,4.612903226,2.129032258,19.96774194,6.114800755,2,1,0.0243189817,0.0068825911,0.00010621030000000001,3.30740038,6.29791271,0.19924099,-0.34819734399999996,2.518026566,-2.79127135,17,Purdue,purdue,B10,20,6,,0.8905,109.8,68,91.5,7,69.3,161,-0.023,232,0.6213,60,106.5,46,102.0,85,0.4281,270,70,South Dakota St.,south dakota st.,Sum,20,6,,0.7492,110.1,58,100.1,103,69.8,143,-0.012,208,0.5198,146,103.3,186,102.6,110,0.5783,88,-53,0,0,0.14129999999999998,-0.29999999999999716,10,-8.599999999999994,-96,-0.5,18,-0.011,24,0.10149999999999992,-86,3.200000000000003,-140,-0.5999999999999943,-25,-0.15020000000000006,182
861,2016_1112_1371,0.5,1112,1371,2016,12.21212121,25,8,0.48178980229999996,0.3825622776,0.7228773584999999,40.24242424,14.51515152,12.81818182,4.909090909,4.787878788,18.21212121,7.0606060610000005,25,8,0.4501806918,0.35253054100000003,0.665819568,40.03030303,13.54545455,13.84848485,7.272727272999999,4.666666667,18.66666667,5.151515149,0,0,0.031609110499999996,0.0300317366,0.0570577905,0.21212121,0.96969697,-1.03030303,-2.363636364,0.12121212099999999,-0.45454546,14,Arizona,arizona,P12,21,5,,0.8973,115.6,16,95.7,38,69.3,163,-0.012,206,0.5915,80,104.9,96,101.6,70,0.3865,301,36,Seton Hall,seton hall,BE,17,7,,0.8343,109.8,65,95.4,35,70.6,106,-0.027999999999999997,246,0.6094,70,103.6,168,99.7,8,0.426,272,-22,4,-2,0.06299999999999994,5.799999999999997,-49,0.29999999999999716,3,-1.2999999999999972,57,0.015999999999999997,-40,-0.017900000000000027,10,1.3000000000000114,-72,1.8999999999999915,62,-0.03949999999999998,29
862,2016_1114_1371,0.5,1114,1371,2016,9.935483871,27,4,0.457008245,0.3870967742,0.7344632768000001,32.90322581,12.90322581,10.22580645,6.290322581,3.064516129,18.25806452,7.0606060610000005,25,8,0.4501806918,0.35253054100000003,0.665819568,40.03030303,13.54545455,13.84848485,7.272727272999999,4.666666667,18.66666667,2.87487781,2,-4,0.006827553199999999,0.0345662332,0.0686437088,-7.12707722,-0.64222874,-3.6226784,-0.982404692,-1.602150538,-0.40860215,45,Arkansas Little Rock,arkansas little rock,SB,22,3,,0.8197,107.0,109,93.8,17,64.3,341,0.039,87,0.4729,197,102.7,219,103.7,174,0.5314,154,36,Seton Hall,seton hall,BE,17,7,,0.8343,109.8,65,95.4,35,70.6,106,-0.027999999999999997,246,0.6094,70,103.6,168,99.7,8,0.426,272,9,5,-4,-0.014600000000000057,-2.799999999999997,44,-1.6000000000000085,-18,-6.299999999999997,235,0.067,-159,-0.13650000000000007,127,-0.8999999999999915,51,4.0,166,0.1054,-118
863,2016_1122_1371,0.5,1122,1371,2016,-2.363636364,16,17,0.4594447469,0.3486394558,0.6701754386,35.87878788,12.87878788,14.54545455,6.909090909,2.757575758,17.63636364,7.0606060610000005,25,8,0.4501806918,0.35253054100000003,0.665819568,40.03030303,13.54545455,13.84848485,7.272727272999999,4.666666667,18.66666667,-9.424242425,-9,9,0.0092640551,-0.0038910852000000004,0.0043558706,-4.15151515,-0.66666667,0.6969696999999999,-0.363636364,-1.9090909090000001,-1.03030303,242,Austin Peay,austin peay,OVC,12,16,,0.3342,101.8,205,108.1,265,70.6,109,0.006,158,0.4539,218,104.5,116,106.2,320,0.5438,143,36,Seton Hall,seton hall,BE,17,7,,0.8343,109.8,65,95.4,35,70.6,106,-0.027999999999999997,246,0.6094,70,103.6,168,99.7,8,0.426,272,206,-5,9,-0.5001,-8.0,140,12.699999999999989,230,0.0,3,0.033999999999999996,-88,-0.15550000000000003,148,0.9000000000000057,-52,6.5,312,0.11779999999999996,-129
864,2016_1124_1371,0.5,1124,1371,2016,6.6875,21,11,0.46328293740000004,0.3735849057,0.7272727273,36.78125,17.09375,12.8125,7.71875,3.96875,19.40625,7.0606060610000005,25,8,0.4501806918,0.35253054100000003,0.665819568,40.03030303,13.54545455,13.84848485,7.272727272999999,4.666666667,18.66666667,-0.373106061,-4,3,0.013102245600000001,0.0210543647,0.0614531593,-3.24905303,3.54829545,-1.03598485,0.446022727,-0.697916667,0.73958333,38,Baylor,baylor,B12,18,7,,0.8304,117.4,11,102.2,151,67.4,262,0.045,79,0.6687,28,105.2,84,99.0,4,0.4295,266,36,Seton Hall,seton hall,BE,17,7,,0.8343,109.8,65,95.4,35,70.6,106,-0.027999999999999997,246,0.6094,70,103.6,168,99.7,8,0.426,272,2,1,0,-0.0039000000000000146,7.6000000000000085,-54,6.799999999999997,116,-3.1999999999999886,156,0.073,-167,0.05929999999999991,-42,1.6000000000000085,-84,-0.7000000000000028,-4,0.003500000000000003,-6
865,2016_1138_1371,0.5,1138,1371,2016,0.6666666667,19,14,0.43425076450000005,0.3351724138,0.7094017094,38.81818182,12.54545455,13.81818182,6.727272727000001,3.484848485,21.27272727,7.0606060610000005,25,8,0.4501806918,0.35253054100000003,0.665819568,40.03030303,13.54545455,13.84848485,7.272727272999999,4.666666667,18.66666667,-6.393939393999999,-6,6,-0.0159299273,-0.0173581272,0.043582141399999996,-1.21212121,-1.0,-0.03030303,-0.545454546,-1.181818182,2.6060606,148,Buffalo,buffalo,MAC,14,11,,0.5422,102.6,192,101.1,119,73.1,32,0.057999999999999996,54,0.5531,100,106.0,61,104.0,194,0.5635,108,36,Seton Hall,seton hall,BE,17,7,,0.8343,109.8,65,95.4,35,70.6,106,-0.027999999999999997,246,0.6094,70,103.6,168,99.7,8,0.426,272,112,-3,4,-0.2921,-7.200000000000003,127,5.699999999999989,84,2.5,-74,0.086,-192,-0.05630000000000002,30,2.4000000000000057,-107,4.299999999999997,186,0.1375,-164
866,2016_1139_1371,0.5,1139,1371,2016,9.419354839,21,10,0.4656652361,0.3866432337,0.7314439946,36.41935484,14.35483871,10.22580645,6.7741935479999995,3.35483871,19.90322581,7.0606060610000005,25,8,0.4501806918,0.35253054100000003,0.665819568,40.03030303,13.54545455,13.84848485,7.272727272999999,4.666666667,18.66666667,2.3587487780000003,-4,2,0.0154845443,0.0341126927,0.06562442660000001,-3.61094819,0.80938416,-3.6226784,-0.498533725,-1.311827957,1.23655914,46,Butler,butler,BE,17,8,,0.8125,115.5,17,101.7,136,68.7,188,-0.022000000000000002,228,0.5968,76,104.3,131,100.8,40,0.4172,283,36,Seton Hall,seton hall,BE,17,7,,0.8343,109.8,65,95.4,35,70.6,106,-0.027999999999999997,246,0.6094,70,103.6,168,99.7,8,0.426,272,10,0,1,-0.02180000000000004,5.700000000000003,-48,6.299999999999997,101,-1.8999999999999915,82,0.005999999999999995,-18,-0.012600000000000056,6,0.7000000000000028,-37,1.0999999999999943,32,-0.008799999999999975,11
867,2016_1143_1371,0.5,1143,1371,2016,8.090909091,23,10,0.4609250399,0.3686708861,0.6564102564000001,39.96969697,12.96969697,12.21212121,4.121212121,4.818181818,20.66666667,7.0606060610000005,25,8,0.4501806918,0.35253054100000003,0.665819568,40.03030303,13.54545455,13.84848485,7.272727272999999,4.666666667,18.66666667,1.03030303,-2,2,0.0107443481,0.0161403451,-0.009409311600000001,-0.06060606,-0.57575758,-1.63636364,-3.151515152,0.151515151,2.0,32,California,california,P12,17,8,,0.8433,111.2,48,96.1,43,69.0,178,-0.059000000000000004,304,0.6218,58,106.2,52,101.7,73,0.4541,237,36,Seton Hall,seton hall,BE,17,7,,0.8343,109.8,65,95.4,35,70.6,106,-0.027999999999999997,246,0.6094,70,103.6,168,99.7,8,0.426,272,-4,0,1,0.009000000000000008,1.4000000000000057,-17,0.6999999999999886,8,-1.5999999999999943,72,-0.031000000000000007,58,0.012399999999999967,-12,2.6000000000000085,-116,2.0,65,0.028100000000000014,-35
