,Id,Pred,Wteam,Lteam,Year,WAvgPointSpread,WWins,WLosses,WFieldGoalAvg,WThreePointAvg,WFreeThrowAvg,WReboundAvg,WAssistAvg,WTurnOverAvg,WStealAvg,WBlockAvg,WPersonalFoulAvg,LAvgPointSpread,LWins,LLosses,LFieldGoalAvg,LThreePointAvg,LFreeThrowAvg,LReboundAvg,LAssistAvg,LTurnOverAvg,LStealAvg,LBlockAvg,LPersonalFoulAvg,AvgPointSpread,Wins_x,Losses_x,FieldGoalAvg,ThreePointAvg,FreeThrowAvg,ReboundAvg,AssistAvg,TurnOverAvg,StealAvg,BlockAvg,PersonalFoulAvg,WTeam_Name,WRank,WSchool,WConference,Wins_y,Losses_y,WSeed,WPyth,WAdjustO,WAdjustO Rank,WAdjustD,WAdjustD Rank,WAdjustT,WAdjustT Rank,WLuck,WLuck Rank,WSOS Pyth,WSOS Pyth Rank,WSOS OppO,WSOS OppO Rank,WSOS OppD,WSOS OppD Rank,WNCSOS Pyth,WNCSOS Pyth Rank,LTeam_Name,LRank,LSchool,LConference,LWinsKP,Losses,LSeed,LPyth,LAdjustO,LAdjustO Rank,LAdjustD,LAdjustD Rank,LAdjustT,LAdjustT Rank,LLuck,LLuck Rank,LSOS Pyth,LSOS Pyth Rank,LSOS OppO,LSOS OppO Rank,LSOS OppD,LSOS OppD Rank,LNCSOS Pyth,LNCSOS Pyth Rank,Rank
1259,2016_1332_1409,0.5,1332,1409,2016,9.151515152,27,6,0.4637159032,0.3505311077,0.7148337596,35.75757576,13.63636364,11.36363636,7.606060606000002,5.818181817999999,18.03030303,4.322580645,20,11,0.4439486893,0.3292682927,0.6778242678,35.03225806,13.70967742,10.80645161,6.806451612999999,2.677419355,17.70967742,4.828934507,7,-5,0.019767213900000025,0.02126281499999999,0.03700949179999991,0.7253177000000051,-0.07331377999999944,0.5571847499999993,0.7996089930000032,3.1407624629999997,0.32062561000000045,oregon,20,Oregon,P12,20,6,,0.8809,117.0,13,98.3,68,69.6,147,0.017,131,0.6844,20,105.7,70,98.8,2,0.5213,165,tulsa,47,Tulsa,Amer,16,9,,0.8113,110.7,53,97.5,58,69.2,166,-0.02,222,0.632,56,105.9,63,101.1,51,0.5345,152,-27
1260,2016_1333_1409,0.5,1333,1409,2016,1.4333333330000002,18,12,0.4394904459,0.3727272727000001,0.6806853583,34.53333333,13.36666667,11.53333333,7.333333333,3.266666667,20.23333333,4.322580645,20,11,0.4439486893,0.3292682927,0.6778242678,35.03225806,13.70967742,10.80645161,6.806451612999999,2.677419355,17.70967742,-2.8892473119999997,-2,1,-0.0044582433999999505,0.043458980000000084,0.002861090499999941,-0.4989247299999988,-0.3430107499999995,0.7268817199999997,0.5268817200000004,0.5892473119999999,2.5236559100000022,oregon st.,71,Oregon St.,P12,15,9,,0.7475,107.2,107,97.5,60,67.9,239,0.056,62,0.6956,12,107.4,22,99.9,13,0.5306,155,tulsa,47,Tulsa,Amer,16,9,,0.8113,110.7,53,97.5,58,69.2,166,-0.02,222,0.632,56,105.9,63,101.1,51,0.5345,152,24
1261,2016_1338_1409,0.5,1338,1409,2016,7.0645161289999985,20,11,0.4591893393,0.3513513514,0.7575757576000001,37.61290323,16.77419355,11.67741935,5.032258065,3.451612903,17.48387097,4.322580645,20,11,0.4439486893,0.3292682927,0.6778242678,35.03225806,13.70967742,10.80645161,6.806451612999999,2.677419355,17.70967742,2.741935483999999,0,0,0.015240650000000022,0.02208305869999999,0.07975148980000002,2.580645170000004,3.0645161299999994,0.8709677399999993,-1.7741935479999995,0.774193548,-0.2258064499999968,pittsburgh,60,Pittsburgh,ACC,17,7,,0.7836,113.8,23,101.8,138,66.9,282,0.025,117,0.6204,61,107.1,31,102.6,113,0.3404,325,tulsa,47,Tulsa,Amer,16,9,,0.8113,110.7,53,97.5,58,69.2,166,-0.02,222,0.632,56,105.9,63,101.1,51,0.5345,152,13
1262,2016_1344_1409,0.5,1344,1409,2016,4.242424242,23,10,0.4219858156,0.3209876543,0.7271505376,36.57575758,15.90909091,11.51515152,6.6363636360000005,3.606060606,16.90909091,4.322580645,20,11,0.4439486893,0.3292682927,0.6778242678,35.03225806,13.70967742,10.80645161,6.806451612999999,2.677419355,17.70967742,-0.08015640300000015,3,-1,-0.02196287369999994,-0.00828063840000004,0.04932626979999999,1.5434995200000046,2.1994134899999995,0.70869991,-0.17008797699999878,0.9286412510000002,-0.8005865099999987,providence,59,Providence,BE,19,7,,0.7853,106.7,114,95.4,34,70.2,118,0.048,76,0.6188,63,105.5,75,101.1,55,0.4291,267,tulsa,47,Tulsa,Amer,16,9,,0.8113,110.7,53,97.5,58,69.2,166,-0.02,222,0.632,56,105.9,63,101.1,51,0.5345,152,12
1263,2016_1345_1409,0.5,1345,1409,2016,13.14705882,26,8,0.4717171717,0.3684210526,0.7424460432,40.82352941,17.58823529,11.94117647,4.264705882,4.647058824,17.17647059,4.322580645,20,11,0.4439486893,0.3292682927,0.6778242678,35.03225806,13.70967742,10.80645161,6.806451612999999,2.677419355,17.70967742,8.824478175,6,-3,0.027768482400000016,0.039152759899999945,0.06462177539999991,5.791271350000002,3.87855787,1.1347248600000004,-2.541745731,1.969639469,-0.5332068299999975,purdue,17,Purdue,B10,20,6,,0.8905,109.8,68,91.5,7,69.3,161,-0.023,232,0.6213,60,106.5,46,102.0,85,0.4281,270,tulsa,47,Tulsa,Amer,16,9,,0.8113,110.7,53,97.5,58,69.2,166,-0.02,222,0.632,56,105.9,63,101.1,51,0.5345,152,-30
1264,2016_1355_1409,0.5,1355,1409,2016,7.032258065,24,7,0.44739819,0.3615384615,0.7423398329,37.51612903,11.29032258,11.74193548,4.612903226,2.129032258,19.96774194,4.322580645,20,11,0.4439486893,0.3292682927,0.6778242678,35.03225806,13.70967742,10.80645161,6.806451612999999,2.677419355,17.70967742,2.70967742,4,-4,0.003449500699999997,0.032270168799999936,0.06451556509999999,2.483870970000005,-2.4193548400000005,0.9354838700000006,-2.193548386999999,-0.548387097,2.2580645200000014,south dakota st.,70,South Dakota St.,Sum,20,6,,0.7492,110.1,58,100.1,103,69.8,143,-0.012,208,0.5198,146,103.3,186,102.6,110,0.5783,88,tulsa,47,Tulsa,Amer,16,9,,0.8113,110.7,53,97.5,58,69.2,166,-0.02,222,0.632,56,105.9,63,101.1,51,0.5345,152,23
1265,2016_1371_1409,0.5,1371,1409,2016,7.0606060610000005,25,8,0.4501806918,0.35253054100000003,0.665819568,40.03030303,13.54545455,13.84848485,7.272727272999999,4.666666667,18.66666667,4.322580645,20,11,0.4439486893,0.3292682927,0.6778242678,35.03225806,13.70967742,10.80645161,6.806451612999999,2.677419355,17.70967742,2.738025416,5,-3,0.0062320025,0.02326224830000001,-0.012004699800000074,4.998044970000001,-0.1642228699999997,3.0420332400000003,0.46627566,1.9892473120000005,0.956989250000003,seton hall,36,Seton Hall,BE,17,7,,0.8343,109.8,65,95.4,35,70.6,106,-0.028,246,0.6094,70,103.6,168,99.7,8,0.426,272,tulsa,47,Tulsa,Amer,16,9,,0.8113,110.7,53,97.5,58,69.2,166,-0.02,222,0.632,56,105.9,63,101.1,51,0.5345,152,-11
1266,2016_1372_1409,0.5,1372,1409,2016,15.28571429,23,5,0.4865525672,0.374789916,0.7436823105,33.78571429,18.35714286,12.57142857,8.357142857000001,3.285714286,20.92857143,4.322580645,20,11,0.4439486893,0.3292682927,0.6778242678,35.03225806,13.70967742,10.80645161,6.806451612999999,2.677419355,17.70967742,10.963133645,3,-6,0.04260387790000003,0.04552162329999998,0.06585804269999995,-1.2465437699999953,4.64746544,1.7649769600000005,1.5506912440000018,0.6082949310000001,3.218894010000003,stephen f. austin,94,Stephen F. Austin,Slnd,18,5,,0.6942,107.3,106,99.9,97,68.1,226,0.057,59,0.3853,298,101.5,286,105.7,292,0.6367,42,tulsa,47,Tulsa,Amer,16,9,,0.8113,110.7,53,97.5,58,69.2,166,-0.02,222,0.632,56,105.9,63,101.1,51,0.5345,152,47
1267,2016_1380_1409,0.5,1380,1409,2016,1.870967742,19,12,0.4359977641,0.3446969697,0.6734104045999999,35.41935484,10.32258065,11.32258065,7.35483871,3.322580645,19.74193548,4.322580645,20,11,0.4439486893,0.3292682927,0.6778242678,35.03225806,13.70967742,10.80645161,6.806451612999999,2.677419355,17.70967742,-2.4516129030000005,-1,1,-0.007950925200000014,0.015428676999999946,-0.004413863200000145,0.38709678000000025,-3.3870967699999994,0.5161290400000009,0.5483870970000009,0.6451612899999999,2.03225806,southern,205,Southern,SWAC,17,8,,0.4072,101.2,214,104.5,197,69.0,175,0.077,30,0.3391,333,99.2,346,105.1,263,0.6049,65,tulsa,47,Tulsa,Amer,16,9,,0.8113,110.7,53,97.5,58,69.2,166,-0.02,222,0.632,56,105.9,63,101.1,51,0.5345,152,158
1268,2016_1386_1409,0.5,1386,1409,2016,7.676470588,27,7,0.4543670265,0.3269230769,0.7126137841,38.58823529,15.11764706,10.11764706,5.147058824,3.382352941,16.02941176,4.322580645,20,11,0.4439486893,0.3292682927,0.6778242678,35.03225806,13.70967742,10.80645161,6.806451612999999,2.677419355,17.70967742,3.3538899429999995,7,-4,0.010418337200000016,-0.0023452158000000227,0.034789516299999934,3.5559772300000034,1.4079696399999992,-0.6888045500000004,-1.659392788999999,0.7049335860000001,-1.68026566,saint joseph's,35,Saint Joseph's,A10,21,4,,0.8344,110.6,54,96.1,44,70.8,96,0.056,61,0.5363,124,103.8,162,102.5,102,0.5106,178,tulsa,47,Tulsa,Amer,16,9,,0.8113,110.7,53,97.5,58,69.2,166,-0.02,222,0.632,56,105.9,63,101.1,51,0.5345,152,-12
1269,2016_1392_1409,0.5,1392,1409,2016,10.26666667,24,6,0.4768099548,0.3752417795,0.668989547,38.33333333,16.3,11.66666667,5.9,4.6,16.23333333,4.322580645,20,11,0.4439486893,0.3292682927,0.6778242678,35.03225806,13.70967742,10.80645161,6.806451612999999,2.677419355,17.70967742,5.944086024999999,4,-5,0.032861265500000014,0.04597348680000002,-0.00883472080000003,3.301075270000005,2.5903225800000005,0.8602150599999998,-0.9064516129999988,1.922580645,-1.4763440899999978,stony brook,54,Stony Brook,AE,22,4,,0.7916,107.0,110,95.2,31,67.2,270,0.033,104,0.3956,288,102.5,229,106.4,324,0.6443,35,tulsa,47,Tulsa,Amer,16,9,,0.8113,110.7,53,97.5,58,69.2,166,-0.02,222,0.632,56,105.9,63,101.1,51,0.5345,152,7
1270,2016_1393_1409,0.5,1393,1409,2016,4.5,19,13,0.4265033408,0.3608247423,0.68288854,35.53125,14.0625,12.125,8.09375,4.0625,16.5625,4.322580645,20,11,0.4439486893,0.3292682927,0.6778242678,35.03225806,13.70967742,10.80645161,6.806451612999999,2.677419355,17.70967742,0.1774193549999996,-1,2,-0.017445348500000013,0.031556449599999925,0.005064272199999942,0.4989919400000034,0.3528225799999998,1.31854839,1.2872983870000008,1.385080645,-1.1471774199999984,syracuse,31,Syracuse,ACC,18,8,,0.847,111.8,36,96.3,47,64.6,338,-0.015,214,0.6547,39,107.4,20,101.6,68,0.5104,180,tulsa,47,Tulsa,Amer,16,9,,0.8113,110.7,53,97.5,58,69.2,166,-0.02,222,0.632,56,105.9,63,101.1,51,0.5345,152,-16
1271,2016_1396_1409,0.5,1396,1409,2016,1.21875,21,11,0.4047010731,0.3396481732,0.6843100189,36.75,13.53125,9.15625,5.34375,3.125,16.125,4.322580645,20,11,0.4439486893,0.3292682927,0.6778242678,35.03225806,13.70967742,10.80645161,6.806451612999999,2.677419355,17.70967742,-3.1038306450000004,1,0,-0.039247616199999946,0.010379880499999994,0.006485751099999937,1.7177419400000034,-0.17842742000000025,-1.65020161,-1.4627016129999992,0.447580645,-1.5846774199999984,temple,86,Temple,Amer,16,8,,0.7183,106.0,130,97.8,62,66.3,306,0.093,24,0.6082,72,105.8,65,101.9,79,0.524,162,tulsa,47,Tulsa,Amer,16,9,,0.8113,110.7,53,97.5,58,69.2,166,-0.02,222,0.632,56,105.9,63,101.1,51,0.5345,152,39
1272,2016_1400_1409,0.5,1400,1409,2016,3.28125,20,12,0.431619256,0.3389057751,0.6648275861999999,34.53125,11.46875,10.375,5.15625,4.375,20.75,4.322580645,20,11,0.4439486893,0.3292682927,0.6778242678,35.03225806,13.70967742,10.80645161,6.806451612999999,2.677419355,17.70967742,-1.0413306450000004,0,1,-0.01232943329999997,0.00963748239999995,-0.012996681600000115,-0.5010080599999966,-2.24092742,-0.4314516099999999,-1.6502016129999992,1.697580645,3.0403225800000016,texas,24,Texas,B12,16,9,,0.8669,111.6,40,94.8,26,65.9,319,-0.004,182,0.7429,2,108.6,4,99.0,5,0.6012,70,tulsa,47,Tulsa,Amer,16,9,,0.8113,110.7,53,97.5,58,69.2,166,-0.02,222,0.632,56,105.9,63,101.1,51,0.5345,152,-23
1273,2016_1401_1409,0.5,1401,1409,2016,10.38235294,26,8,0.4494047619,0.3503355705,0.6728476820999999,38.88235294,16.88235294,11.79411765,6.9117647060000005,3.764705882,18.08823529,4.322580645,20,11,0.4439486893,0.3292682927,0.6778242678,35.03225806,13.70967742,10.80645161,6.806451612999999,2.677419355,17.70967742,6.059772295,6,-3,0.005456072599999973,0.02106727779999995,-0.004976585700000147,3.85009488,3.1726755200000003,0.9876660400000006,0.10531309300000123,1.0872865269999998,0.3785578700000016,texas a&m,22,Texas A&M,SEC,18,7,,0.878,111.4,44,93.8,18,68.8,184,-0.021,224,0.6632,32,107.0,34,100.8,42,0.5541,127,tulsa,47,Tulsa,Amer,16,9,,0.8113,110.7,53,97.5,58,69.2,166,-0.02,222,0.632,56,105.9,63,101.1,51,0.5345,152,-25
1274,2016_1403_1409,0.5,1403,1409,2016,2.548387097,19,12,0.4470588235,0.3442940039,0.7459016393000001,34.16129032,13.03225806,11.96774194,5.870967742,4.193548387,18.48387097,4.322580645,20,11,0.4439486893,0.3292682927,0.6778242678,35.03225806,13.70967742,10.80645161,6.806451612999999,2.677419355,17.70967742,-1.7741935480000004,-1,1,0.003110134200000059,0.01502571119999996,0.06807737150000004,-0.8709677399999975,-0.67741936,1.16129033,-0.9354838709999987,1.5161290319999998,0.7741935500000032,texas tech,41,Texas Tech,B12,15,9,,0.8248,111.3,46,97.2,52,67.7,248,0.018000000000000002,130,0.7166,6,108.4,9,100.0,14,0.5117,176,tulsa,47,Tulsa,Amer,16,9,,0.8113,110.7,53,97.5,58,69.2,166,-0.02,222,0.632,56,105.9,63,101.1,51,0.5345,152,-6
1275,2016_1112_1421,0.5,1112,1421,2016,12.21212121,25,8,0.4817898023,0.3825622776,0.7228773584999999,40.24242424,14.51515152,12.81818182,4.909090909,4.787878788,18.21212121,5.451612902999999,20,11,0.4503645541,0.322160149,0.7010582011,37.0,12.0,13.16129032,9.225806452,3.225806452,17.67741935,6.760508307,5,-3,0.031425248199999985,0.0604021286,0.02181915739999996,3.2424242399999983,2.51515152,-0.34310850000000137,-4.316715543000002,1.5620723360000004,0.5347018599999984,arizona,14,Arizona,P12,21,5,,0.8973,115.6,16,95.7,38,69.3,163,-0.012,206,0.5915,80,104.9,96,101.6,70,0.3865,301,unc asheville,133,UNC Asheville,BSth,17,9,,0.5684,100.8,224,98.5,71,71.2,76,-0.018000000000000002,218,0.4166,266,102.3,242,105.3,274,0.5822,87,-119
1276,2016_1122_1421,0.5,1122,1421,2016,-2.363636364,16,17,0.4594447469,0.3486394558,0.6701754386,35.87878788,12.87878788,14.54545455,6.909090909,2.757575758,17.63636364,5.451612902999999,20,11,0.4503645541,0.322160149,0.7010582011,37.0,12.0,13.16129032,9.225806452,3.225806452,17.67741935,-7.8152492669999996,-4,6,0.009080192799999998,0.02647930679999999,-0.030882762499999994,-1.1212121200000027,0.8787878800000009,1.3841642299999997,-2.316715543000001,-0.4682306939999998,-0.041055710000001966,austin peay,242,Austin Peay,OVC,12,16,,0.3342,101.8,205,108.1,265,70.6,109,0.006,158,0.4539,218,104.5,116,106.2,320,0.5438,143,unc asheville,133,UNC Asheville,BSth,17,9,,0.5684,100.8,224,98.5,71,71.2,76,-0.018000000000000002,218,0.4166,266,102.3,242,105.3,274,0.5822,87,109
1277,2016_1124_1421,0.5,1124,1421,2016,6.6875,21,11,0.4632829374,0.3735849057,0.7272727273,36.78125,17.09375,12.8125,7.71875,3.96875,19.40625,5.451612902999999,20,11,0.4503645541,0.322160149,0.7010582011,37.0,12.0,13.16129032,9.225806452,3.225806452,17.67741935,1.2358870970000009,1,0,0.012918383300000058,0.05142475670000002,0.026214526200000088,-0.21875,5.09375,-0.3487903200000009,-1.5070564520000005,0.742943548,1.728830649999999,baylor,38,Baylor,B12,18,7,,0.8304,117.4,11,102.2,151,67.4,262,0.045,79,0.6687,28,105.2,84,99.0,4,0.4295,266,unc asheville,133,UNC Asheville,BSth,17,9,,0.5684,100.8,224,98.5,71,71.2,76,-0.018000000000000002,218,0.4166,266,102.3,242,105.3,274,0.5822,87,-95
1278,2016_1138_1421,0.5,1138,1421,2016,0.6666666667,19,14,0.4342507645000001,0.3351724138,0.7094017094,38.81818182,12.54545455,13.81818182,6.727272727000001,3.484848485,21.27272727,5.451612902999999,20,11,0.4503645541,0.322160149,0.7010582011,37.0,12.0,13.16129032,9.225806452,3.225806452,17.67741935,-4.784946236299999,-1,3,-0.016113789599999873,0.013012264800000006,0.00834350830000008,1.8181818199999995,0.5454545500000005,0.6568914999999986,-2.498533725,0.2590420330000001,3.59530792,buffalo,148,Buffalo,MAC,14,11,,0.5422,102.6,192,101.1,119,73.1,32,0.058,54,0.5531,100,106.0,61,104.0,194,0.5635,108,unc asheville,133,UNC Asheville,BSth,17,9,,0.5684,100.8,224,98.5,71,71.2,76,-0.018000000000000002,218,0.4166,266,102.3,242,105.3,274,0.5822,87,15
1279,2016_1139_1421,0.5,1139,1421,2016,9.419354839,21,10,0.4656652361,0.3866432337,0.7314439946,36.41935484,14.35483871,10.22580645,6.774193548,3.35483871,19.90322581,5.451612902999999,20,11,0.4503645541,0.322160149,0.7010582011,37.0,12.0,13.16129032,9.225806452,3.225806452,17.67741935,3.967741936000001,1,-1,0.01530068200000001,0.06448308469999997,0.03038579350000004,-0.5806451600000031,2.3548387099999992,-2.935483870000001,-2.451612904000001,0.12903225800000007,2.2258064599999976,butler,46,Butler,BE,17,8,,0.8125,115.5,17,101.7,136,68.7,188,-0.022,228,0.5968,76,104.3,131,100.8,40,0.4172,283,unc asheville,133,UNC Asheville,BSth,17,9,,0.5684,100.8,224,98.5,71,71.2,76,-0.018000000000000002,218,0.4166,266,102.3,242,105.3,274,0.5822,87,-87
1280,2016_1143_1421,0.5,1143,1421,2016,8.090909091,23,10,0.4609250399,0.3686708861,0.6564102564000001,39.96969697,12.96969697,12.21212121,4.121212121,4.818181818,20.66666667,5.451612902999999,20,11,0.4503645541,0.322160149,0.7010582011,37.0,12.0,13.16129032,9.225806452,3.225806452,17.67741935,2.639296188000001,3,-1,0.01056048580000002,0.046510737099999984,-0.044647944699999886,2.969696970000001,0.9696969699999992,-0.9491691100000016,-5.104594331,1.5923753660000002,2.9892473200000005,california,32,California,P12,17,8,,0.8433,111.2,48,96.1,43,69.0,178,-0.059,304,0.6218,58,106.2,52,101.7,73,0.4541,237,unc asheville,133,UNC Asheville,BSth,17,9,,0.5684,100.8,224,98.5,71,71.2,76,-0.018000000000000002,218,0.4166,266,102.3,242,105.3,274,0.5822,87,-101
1281,2016_1151_1421,0.5,1151,1421,2016,7.6875,27,5,0.450617284,0.3610271903,0.7326203209000001,35.4375,13.96875,12.1875,7.34375,4.75,17.4375,5.451612902999999,20,11,0.4503645541,0.322160149,0.7010582011,37.0,12.0,13.16129032,9.225806452,3.225806452,17.67741935,2.235887097000001,7,-6,0.00025272990000002604,0.038867041300000016,0.03156211980000012,-1.5625,1.96875,-0.9737903200000008,-1.8820564520000005,1.5241935480000002,-0.23991935000000095,chattanooga,80,Chattanooga,SC,23,4,,0.7378,106.6,119,97.4,55,67.2,269,0.103,15,0.4832,182,104.9,101,105.5,281,0.5489999999999999,136,unc asheville,133,UNC Asheville,BSth,17,9,,0.5684,100.8,224,98.5,71,71.2,76,-0.018000000000000002,218,0.4166,266,102.3,242,105.3,274,0.5822,87,-53
1282,2016_1153_1421,0.5,1153,1421,2016,10.3125,22,10,0.4275324675,0.34522111270000005,0.703875969,39.375,15.46875,11.0625,7.9375,5.8125,15.625,5.451612902999999,20,11,0.4503645541,0.322160149,0.7010582011,37.0,12.0,13.16129032,9.225806452,3.225806452,17.67741935,4.860887097000001,2,-1,-0.022832086599999968,0.023060963700000048,0.002817767900000101,2.375,3.46875,-2.098790320000001,-1.2883064520000005,2.586693548,-2.052419350000001,cincinnati,27,Cincinnati,Amer,19,7,,0.8526,108.1,87,92.8,10,66.6,297,-0.049,289,0.5458,109,104.3,129,102.6,112,0.4608,228,unc asheville,133,UNC Asheville,BSth,17,9,,0.5684,100.8,224,98.5,71,71.2,76,-0.018000000000000002,218,0.4166,266,102.3,242,105.3,274,0.5822,87,-106
1283,2016_1160_1421,0.5,1160,1421,2016,4.75,21,11,0.4212454212,0.3893376414,0.7369109948,42.3125,13.46875,13.46875,5.1875,5.03125,18.71875,5.451612902999999,20,11,0.4503645541,0.322160149,0.7010582011,37.0,12.0,13.16129032,9.225806452,3.225806452,17.67741935,-0.7016129029999991,1,0,-0.02911913290000001,0.06717749239999997,0.03585279370000005,5.3125,1.46875,0.3074596799999991,-4.0383064520000005,1.8054435480000002,1.041330649999999,colorado,63,Colorado,P12,19,7,,0.765,106.5,121,96.1,45,69.9,132,0.05,71,0.6072,73,106.5,45,102.5,105,0.441,252,unc asheville,133,UNC Asheville,BSth,17,9,,0.5684,100.8,224,98.5,71,71.2,76,-0.018000000000000002,218,0.4166,266,102.3,242,105.3,274,0.5822,87,-70
1284,2016_1163_1421,0.5,1163,1421,2016,10.32352941,24,10,0.4594180704,0.3621212121,0.7865748709,36.52941176,13.85294118,11.11764706,5.705882353,5.029411765,18.0,5.451612902999999,20,11,0.4503645541,0.322160149,0.7010582011,37.0,12.0,13.16129032,9.225806452,3.225806452,17.67741935,4.871916507000002,4,-1,0.009053516300000009,0.039961063100000034,0.08551666980000006,-0.4705882399999979,1.85294118,-2.0436432600000014,-3.5199240990000007,1.803605313,0.32258064999999897,connecticut,23,Connecticut,Amer,18,7,,0.8690000000000001,108.5,81,92.1,8,67.3,265,-0.064,311,0.5672,92,104.8,107,102.3,98,0.4781,216,unc asheville,133,UNC Asheville,BSth,17,9,,0.5684,100.8,224,98.5,71,71.2,76,-0.018000000000000002,218,0.4166,266,102.3,242,105.3,274,0.5822,87,-110
1285,2016_1173_1421,0.5,1173,1421,2016,7.375,25,7,0.4595505618,0.3467741935,0.6726027397,38.65625,14.6875,13.0625,5.90625,4.4375,19.0625,5.451612902999999,20,11,0.4503645541,0.322160149,0.7010582011,37.0,12.0,13.16129032,9.225806452,3.225806452,17.67741935,1.9233870970000009,5,-4,0.009186007699999998,0.024614044499999987,-0.028455461399999993,1.65625,2.6875,-0.09879032000000088,-3.3195564520000005,1.211693548,1.385080649999999,dayton,37,Dayton,A10,21,3,,0.8333,108.5,83,94.3,20,67.7,245,0.113,11,0.5451,111,104.5,117,102.8,121,0.5912,83,unc asheville,133,UNC Asheville,BSth,17,9,,0.5684,100.8,224,98.5,71,71.2,76,-0.018000000000000002,218,0.4166,266,102.3,242,105.3,274,0.5822,87,-96
1286,2016_1181_1421,0.5,1181,1421,2016,9.393939394,23,10,0.4589249493,0.386852086,0.7222222222,36.33333333,13.48484848,9.878787878999999,6.3939393939999976,4.181818182,16.63636364,5.451612902999999,20,11,0.4503645541,0.322160149,0.7010582011,37.0,12.0,13.16129032,9.225806452,3.225806452,17.67741935,3.9423264910000015,3,-1,0.008560395200000015,0.06469193700000002,0.02116402110000004,-0.6666666699999979,1.48484848,-3.282502441000002,-2.831867058000003,0.9560117299999996,-1.0410557100000022,duke,11,Duke,ACC,19,6,,0.9035,121.9,2,100.3,109,69.1,172,-0.041,273,0.6824,22,108.1,10,101.2,57,0.5626,111,unc asheville,133,UNC Asheville,BSth,17,9,,0.5684,100.8,224,98.5,71,71.2,76,-0.018000000000000002,218,0.4166,266,102.3,242,105.3,274,0.5822,87,-122
1287,2016_1192_1421,0.5,1192,1421,2016,-1.677419355,17,14,0.4563829787,0.3646677472,0.6988906498,33.12903226,14.09677419,13.0,7.35483871,2.516129032,21.58064516,5.451612902999999,20,11,0.4503645541,0.322160149,0.7010582011,37.0,12.0,13.16129032,9.225806452,3.225806452,17.67741935,-7.129032258,-3,3,0.0060184246000000155,0.0425075982,-0.002167551299999904,-3.8709677399999975,2.09677419,-0.16129032000000088,-1.8709677420000004,-0.7096774200000002,3.903225809999999,fairleigh dickinson,273,Fairleigh Dickinson,NEC,13,12,,0.2729,103.7,165,112.9,329,72.6,42,0.066,44,0.3371,334,99.2,345,105.2,266,0.5659,105,unc asheville,133,UNC Asheville,BSth,17,9,,0.5684,100.8,224,98.5,71,71.2,76,-0.018000000000000002,218,0.4166,266,102.3,242,105.3,274,0.5822,87,140
1288,2016_1195_1421,0.5,1195,1421,2016,2.7241379310000005,16,13,0.4695752009,0.3458823529,0.6451104101,39.41379310000001,12.89655172,12.0,6.137931034,4.0344827589999985,19.62068966,5.451612902999999,20,11,0.4503645541,0.322160149,0.7010582011,37.0,12.0,13.16129032,9.225806452,3.225806452,17.67741935,-2.7274749719999987,-4,2,0.019210646800000064,0.02372220389999996,-0.05594779099999991,2.4137931000000066,0.8965517199999997,-1.1612903200000009,-3.0878754180000003,0.8086763069999994,1.943270309999999,florida gulf coast,201,Florida Gulf Coast,ASun,15,12,,0.4161,100.9,222,103.9,183,68.5,194,-0.053,293,0.4168,264,103.8,163,106.9,338,0.4965,195,unc asheville,133,UNC Asheville,BSth,17,9,,0.5684,100.8,224,98.5,71,71.2,76,-0.018000000000000002,218,0.4166,266,102.3,242,105.3,274,0.5822,87,68
1289,2016_1201_1421,0.5,1201,1421,2016,3.46875,23,9,0.4304840371,0.343003413,0.6959459459,37.03125,13.0625,10.625,8.15625,3.71875,22.25,5.451612902999999,20,11,0.4503645541,0.322160149,0.7010582011,37.0,12.0,13.16129032,9.225806452,3.225806452,17.67741935,-1.9828629029999991,3,-2,-0.019880516999999983,0.02084326399999997,-0.0051122551999999155,0.03125,1.0625,-2.536290320000001,-1.0695564520000005,0.492943548,4.572580649999999,fresno st.,132,Fresno St.,MWC,16,9,,0.5696,102.7,188,100.2,106,69.6,152,0.039,88,0.5088,157,102.2,250,101.9,82,0.4596,231,unc asheville,133,UNC Asheville,BSth,17,9,,0.5684,100.8,224,98.5,71,71.2,76,-0.018000000000000002,218,0.4166,266,102.3,242,105.3,274,0.5822,87,-1
1290,2016_1211_1421,0.5,1211,1421,2016,12.75,25,7,0.4853737811,0.3761329305,0.7598187311,39.375,13.875,11.34375,5.0,3.0,17.59375,5.451612902999999,20,11,0.4503645541,0.322160149,0.7010582011,37.0,12.0,13.16129032,9.225806452,3.225806452,17.67741935,7.298387097000001,5,-4,0.03500922700000003,0.05397278149999996,0.058760530000000026,2.375,1.875,-1.8175403200000009,-4.2258064520000005,-0.22580645200000005,-0.08366935000000097,gonzaga,30,Gonzaga,WCC,20,6,,0.8492,112.0,35,96.3,48,68.3,213,-0.037000000000000005,265,0.5376,120,105.1,90,103.7,176,0.6406,37,unc asheville,133,UNC Asheville,BSth,17,9,,0.5684,100.8,224,98.5,71,71.2,76,-0.018000000000000002,218,0.4166,266,102.3,242,105.3,274,0.5822,87,-103
